TICKER,CIK,NAME,EXCHANGE
ATRO,0000008063,ASTRONICS CORP,Nasdaq
WIW,0001267902,WESTERN ASSET INFLATION-LINKED OPPORTUNITIES & INCOME FUND,NYSE
NESR,0001698514,National Energy Services Reunited Corp.,OTC
TRST,0000357301,TRUSTCO BANK CORP N Y,Nasdaq
FC,0000886206,FRANKLIN COVEY CO,NYSE
SUPV,0001517399,Grupo Supervielle S.A.,NYSE
BFST,0001624322,"Business First Bancshares, Inc.",Nasdaq
OABI,0001846253,"OmniAb, Inc.",Nasdaq
TSNDF,0001778129,TerrAscend Corp.,OTC
BTDR,0001899123,Bitdeer Technologies Group,Nasdaq
DAKT,0000915779,DAKTRONICS INC /SD/,Nasdaq
DAO,0001781753,"Youdao, Inc.",NYSE
FRGE,0001827821,"Forge Global Holdings, Inc.",NYSE
BWMX,0001788257,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V",Nasdaq
BGY,0001393299,BlackRock Enhanced International Dividend Trust,NYSE
LDP,0001548717,"Cohen & Steers Ltd Duration Preferred & Income Fund, Inc.",NYSE
PEO,0000216851,"ADAMS NATURAL RESOURCES FUND, INC.",NYSE
LAND,0001495240,GLADSTONE LAND Corp,Nasdaq
TBPH,0001583107,"Theravance Biopharma, Inc.",Nasdaq
SCWX,0001468666,SecureWorks Corp,Nasdaq
EMD,0001227862,WESTERN ASSET EMERGING MARKETS DEBT FUND INC.,NYSE
HVT,0000216085,HAVERTY FURNITURE COMPANIES INC,NYSE
CRMT,0000799850,AMERICAS CARMART INC,Nasdaq
DENN,0000852772,DENNY'S Corp,Nasdaq
SKYH,0001823587,Sky Harbour Group Corp,NYSE
HONE,0001769617,"HarborOne Bancorp, Inc.",Nasdaq
KRNY,0001617242,Kearny Financial Corp.,Nasdaq
MITK,0000807863,MITEK SYSTEMS INC,Nasdaq
VGM,0000880892,Invesco Trust for Investment Grade Municipals,NYSE
SRG,0001628063,Seritage Growth Properties,NYSE
SMBC,0000916907,"SOUTHERN MISSOURI BANCORP, INC.",Nasdaq
MTW,0000061986,MANITOWOC CO INC,NYSE
ICG,0001895597,Intchains Group Ltd,Nasdaq
AAOI,0001158114,"APPLIED OPTOELECTRONICS, INC.",Nasdaq
DXPE,0001020710,DXP ENTERPRISES INC,Nasdaq
HAFC,0001109242,HANMI FINANCIAL CORP,Nasdaq
CRD-A,0000025475,CRAWFORD & CO,NYSE
UFCS,0000101199,UNITED FIRE GROUP INC,Nasdaq
ACCO,0000712034,ACCO BRANDS Corp,NYSE
LND,0001499849,BrasilAgro - Brazilian Agricultural Real Estate Co,NYSE
CLDT,0001476045,Chatham Lodging Trust,NYSE
SVRA,0001160308,Savara Inc,Nasdaq
PDT,0000855886,JOHN HANCOCK PREMIUM DIVIDEND FUND,NYSE
EHAB,0001803737,"Enhabit, Inc.",NYSE
MSBI,0001466026,"Midland States Bancorp, Inc.",Nasdaq
GOOD,0001234006,GLADSTONE COMMERCIAL CORP,Nasdaq
RWAY,0001653384,Runway Growth Finance Corp.,Nasdaq
CAC,0000750686,CAMDEN NATIONAL CORP,Nasdaq
BCYC,0001761612,BICYCLE THERAPEUTICS plc,Nasdaq
CCD,0001602584,Calamos Dynamic Convertible & Income Fund,Nasdaq
GAIN,0001321741,GLADSTONE INVESTMENT CORPORATION\DE,Nasdaq
CGC,0001737927,Canopy Growth Corp,Nasdaq
ALXO,0001810182,ALX ONCOLOGY HOLDINGS INC,Nasdaq
VKQ,0000877463,Invesco Municipal Trust,NYSE
ALLO,0001737287,"Allogene Therapeutics, Inc.",Nasdaq
DHC,0001075415,DIVERSIFIED HEALTHCARE TRUST,Nasdaq
FTHY,0001810523,FIRST TRUST HIGH YIELD OPPORTUNITIES 2027 TERM FUND,NYSE
FINR,0001623590,Fintech Scion Ltd,OTC
DIAX,0001608742,Nuveen Dow 30sm Dynamic Overwrite Fund,NYSE
MTAL,0001950246,Metals Acquisition Ltd,NYSE
SRDX,0000924717,SURMODICS INC,Nasdaq
BGB,0001546429,Blackstone Strategic Credit 2027 Term Fund,NYSE
STK,0001471420,"Columbia Seligman Premium Technology Growth Fund, Inc.",NYSE
ITRN,0001337117,Ituran Location & Control Ltd.,Nasdaq
ANTX,0001880438,"AN2 Therapeutics, Inc.",Nasdaq
HBNC,0000706129,HORIZON BANCORP INC /IN/,Nasdaq
CRBU,0001619856,"Caribou Biosciences, Inc.",Nasdaq
CEM,0001488775,ClearBridge MLP & Midstream Fund Inc.,NYSE
IGIC,0001794338,International General Insurance Holdings Ltd.,Nasdaq
AVOI,0001342936,"Advanced Voice Recognition Systems, Inc",OTC
LYEL,0001806952,"Lyell Immunopharma, Inc.",Nasdaq
EGY,0000894627,VAALCO ENERGY INC /DE/,NYSE
CTLP,0000896429,"CANTALOUPE, INC.",Nasdaq
CNSL,0001304421,"Consolidated Communications Holdings, Inc.",Nasdaq
RAPT,0001673772,"RAPT Therapeutics, Inc.",Nasdaq
BLE,0001176194,BLACKROCK MUNICIPAL INCOME TRUST II,NYSE
FORR,0001023313,"FORRESTER RESEARCH, INC.",Nasdaq
OTLY,0001843586,Oatly Group AB,Nasdaq
BOC,0001494582,BOSTON OMAHA Corp,NYSE
MLAB,0000724004,MESA LABORATORIES INC /CO/,Nasdaq
ATNI,0000879585,"ATN International, Inc.",Nasdaq
UVE,0000891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",NYSE
ARIS,0001865187,"Aris Water Solutions, Inc.",NYSE
RGP,0001084765,"RESOURCES CONNECTION, INC.",Nasdaq
CLOV,0001801170,"CLOVER HEALTH INVESTMENTS, CORP. /DE",Nasdaq
TBLD,0001820378,Thornburg Income Builder Opportunities Trust,Nasdaq
CPF,0000701347,CENTRAL PACIFIC FINANCIAL CORP,NYSE
HT,0001063344,HERSHA HOSPITALITY TRUST,NYSE
MGNX,0001125345,MACROGENICS INC,Nasdaq
IQI,0000885125,Invesco Quality Municipal Income Trust,NYSE
DSU,0001051003,"BLACKROCK DEBT STRATEGIES FUND, INC.",NYSE
AERG,0000879911,"APPLIED ENERGETICS, INC.",OTC
MCS,0000062234,MARCUS CORP,NYSE
NVRI,0000045876,ENVIRI Corp,NYSE
SLGC,0001837412,"SomaLogic, Inc.",Nasdaq
VEL,0001692376,"Velocity Financial, Inc.",NYSE
CATC,0000711772,CAMBRIDGE BANCORP,Nasdaq
CCBG,0000726601,CAPITAL CITY BANK GROUP INC,Nasdaq
GRVY,0001313310,"GRAVITY Co., Ltd.",Nasdaq
LILM,0001855756,Lilium N.V.,Nasdaq
TYRA,0001863127,"Tyra Biosciences, Inc.",Nasdaq
HLLY,0001822928,Holley Inc.,NYSE
MYD,0000879361,"BLACKROCK MUNIYIELD FUND, INC.",NYSE
FMNB,0000709337,FARMERS NATIONAL BANC CORP /OH/,Nasdaq
CALT,0001795579,Calliditas Therapeutics AB,Nasdaq
DGICA,0000800457,DONEGAL GROUP INC,Nasdaq
RUPRF,0001010000,RUPERT RESOURCES LTD,OTC
NXJ,0001087786,NUVEEN NEW JERSEY QUALITY MUNICIPAL INCOME FUND,NYSE
CPAC,0001221029,CEMENTOS PACASMAYO SAA,NYSE
BLW,0001233681,BLACKROCK Ltd DURATION INCOME TRUST,NYSE
XPER,0001788999,Xperi Inc.,NYSE
EZPW,0000876523,EZCORP INC,Nasdaq
MLR,0000924822,MILLER INDUSTRIES INC /TN/,NYSE
DHIL,0000909108,DIAMOND HILL INVESTMENT GROUP INC,Nasdaq
STEM,0001758766,"STEM, INC.",NYSE
GRCL,0001826492,Gracell Biotechnologies Inc.,Nasdaq
SPRY,0001671858,"ARS Pharmaceuticals, Inc.",Nasdaq
MXCT,0001287098,"MAXCYTE, INC.",Nasdaq
SRI,0001043337,STONERIDGE INC,NYSE
WASH,0000737468,WASHINGTON TRUST BANCORP INC,Nasdaq
APLD,0001144879,Applied Digital Corp.,Nasdaq
OIS,0001121484,"OIL STATES INTERNATIONAL, INC",NYSE
BH-A,0001726173,Biglari Holdings Inc.,NYSE
IBCP,0000039311,INDEPENDENT BANK CORP /MI/,Nasdaq
YUMM,0001073748,YUMMIES INC,OTC
PGC,0001050743,PEAPACK GLADSTONE FINANCIAL CORP,Nasdaq
DBO,0001383058,Invesco DB Oil Fund,NYSE
AMNB,0000741516,AMERICAN NATIONAL BANKSHARES INC.,Nasdaq
LBC,0001475348,Luther Burbank Corp,Nasdaq
ATLC,0001464343,Atlanticus Holdings Corp,Nasdaq
URG,0001375205,UR-ENERGY INC,NYSE
GCBC,0001070524,GREENE COUNTY BANCORP INC,Nasdaq
MVIS,0000065770,"MICROVISION, INC.",Nasdaq
GUG,0001864208,Guggenheim Active Allocation Fund,NYSE
GBLI,0001494904,"Global Indemnity Group, LLC",NYSE
GHY,0001554697,"PGIM Global High Yield Fund, Inc.",NYSE
TRTX,0001630472,"TPG RE Finance Trust, Inc.",NYSE
DDL,0001854545,Dingdong (Cayman) Ltd,NYSE
NFBK,0001493225,"Northfield Bancorp, Inc.",Nasdaq
RNA,0001599901,"Avidity Biosciences, Inc.",Nasdaq
GHG,0001724755,GreenTree Hospitality Group Ltd.,NYSE
BUI,0001528988,"BlackRock Utilities, Infrastructure & Power Opportunities Trust",NYSE
DJCO,0000783412,DAILY JOURNAL CORP,Nasdaq
LIAN,0001831283,LianBio,Nasdaq
ALCC,0001849056,AltC Acquisition Corp.,NYSE
HUT,0001731805,HUT 8 MINING CORP.,Nasdaq
LANV,0001922097,Lanvin Group Holdings Ltd,NYSE
HCAT,0001636422,"Health Catalyst, Inc.",Nasdaq
SLI,0001537137,STANDARD LITHIUM LTD.,NYSE
THFF,0000714562,FIRST FINANCIAL CORP /IN/,Nasdaq
CCSI,0001866633,"Consensus Cloud Solutions, Inc.",Nasdaq
SPFI,0001163668,"SOUTH PLAINS FINANCIAL, INC.",Nasdaq
ALLG,0001874474,Allego N.V.,NYSE
BWMN,0001847590,Bowman Consulting Group Ltd.,Nasdaq
WDH,0001823986,Waterdrop Inc.,NYSE
NBB,0001478888,Nuveen Taxable Municipal Income Fund,NYSE
MMD,0001518557,MainStay MacKay DefinedTerm Municipal Opportunities Fund,NYSE
ADTN,0000926282,"ADTRAN Holdings, Inc.",Nasdaq
GLDD,0001372020,Great Lakes Dredge & Dock CORP,Nasdaq
NRDY,0001819404,Nerdy Inc.,NYSE
CCNE,0000736772,CNB FINANCIAL CORP/PA,Nasdaq
VCV,0000895531,Invesco California Value Municipal Income Trust,NYSE
GLAD,0001143513,GLADSTONE CAPITAL CORP,Nasdaq
TRC,0000096869,TEJON RANCH CO,NYSE
PHAT,0001783183,"Phathom Pharmaceuticals, Inc.",Nasdaq
BFK,0001137393,BLACKROCK MUNICIPAL INCOME TRUST,NYSE
INRE,0001528985,"Inland Real Estate Income Trust, Inc.",OTC
ELVN,0001672619,"Enliven Therapeutics, Inc.",Nasdaq
CCVI,0001828250,Churchill Capital Corp VI,NYSE
TVTX,0001438533,"Travere Therapeutics, Inc.",Nasdaq
ME,0001804591,23andMe Holding Co.,Nasdaq
HEPS,0001850235,D-MARKET Electronic Services & Trading,Nasdaq
TBI,0000768899,"TrueBlue, Inc.",NYSE
SLAM,0001838162,Slam Corp.,Nasdaq
ASGI,0001793855,abrdn Global Infrastructure Income Fund,NYSE
DDI,0001799567,"DoubleDown Interactive Co., Ltd.",Nasdaq
CVGW,0001133470,CALAVO GROWERS INC,Nasdaq
KRT,0001758021,Karat Packaging Inc.,Nasdaq
MVF,0000835948,"BLACKROCK MUNIVEST FUND, INC.",NYSE
PNNT,0001383414,PENNANTPARK INVESTMENT CORP,NYSE
EMO,0001517518,ClearBridge Energy Midstream Opportunity Fund Inc.,NYSE
MMU,0000886043,WESTERN ASSET MANAGED MUNICIPALS FUND INC.,NYSE
PAHC,0001069899,PHIBRO ANIMAL HEALTH CORP,Nasdaq
HNRG,0000788965,HALLADOR ENERGY CO,Nasdaq
GUT,0001080720,GABELLI UTILITY TRUST,NYSE
ARTNA,0000863110,ARTESIAN RESOURCES CORP,Nasdaq
LMB,0001606163,"Limbach Holdings, Inc.",Nasdaq
MGIC,0000876779,MAGIC SOFTWARE ENTERPRISES LTD,Nasdaq
TPC,0000077543,TUTOR PERINI CORP,NYSE
CMPO,0001823144,"CompoSecure, Inc.",Nasdaq
AVAH,0001832332,"Aveanna Healthcare Holdings, Inc.",Nasdaq
EXK,0001277866,ENDEAVOUR SILVER CORP,NYSE
EVC,0001109116,ENTRAVISION COMMUNICATIONS CORP,NYSE
ODC,0000074046,Oil-Dri Corp of America,NYSE
GDOT,0001386278,GREEN DOT CORP,NYSE
FRA,0001259708,"BLACKROCK FLOATING RATE INCOME STRATEGIES FUND, INC.",NYSE
LQDA,0001819576,Liquidia Corp,Nasdaq
MCB,0001476034,Metropolitan Bank Holding Corp.,NYSE
AROW,0000717538,ARROW FINANCIAL CORP,Nasdaq
BYND,0001655210,"BEYOND MEAT, INC.",Nasdaq
CLFD,0000796505,"Clearfield, Inc.",Nasdaq
PTSI,0000798287,PAM TRANSPORTATION SERVICES INC,Nasdaq
THW,0001635977,abrdn World Healthcare Fund,NYSE
GFR,0001966287,Greenfire Resources Ltd.,NYSE
SGU,0001002590,"STAR GROUP, L.P.",NYSE
SVM,0001340677,SILVERCORP METALS INC,NYSE
EGLE,0001322439,Eagle Bulk Shipping Inc.,NYSE
OLP,0000712770,ONE LIBERTY PROPERTIES INC,NYSE
BBCP,0001703956,"Concrete Pumping Holdings, Inc.",Nasdaq
LUNG,0001127537,Pulmonx Corp,Nasdaq
HPS,0001215913,JOHN HANCOCK PREFERRED INCOME FUND III,NYSE
EQBK,0001227500,EQUITY BANCSHARES INC,NYSE
SFIX,0001576942,"Stitch Fix, Inc.",Nasdaq
EWTX,0001710072,"Edgewise Therapeutics, Inc.",Nasdaq
ALEC,0001653087,"Alector, Inc.",Nasdaq
FFIC,0000923139,FLUSHING FINANCIAL CORP,Nasdaq
VPG,0001487952,"Vishay Precision Group, Inc.",NYSE
SMWB,0001842731,SIMILARWEB LTD.,NYSE
VNET,0001508475,"VNET Group, Inc.",Nasdaq
FANH,0001413855,FANHUA INC.,Nasdaq
ONEW,0001772921,OneWater Marine Inc.,Nasdaq
PNTG,0001766400,"Pennant Group, Inc.",Nasdaq
RMT,0000912147,"ROYCE MICRO-CAP TRUST, INC.",NYSE
MVST,0001760689,"Microvast Holdings, Inc.",Nasdaq
ABL,0001814287,"Abacus Life, Inc.",Nasdaq
AURA,0001501796,"Aura Biosciences, Inc.",Nasdaq
JANX,0001817713,"Janux Therapeutics, Inc.",Nasdaq
CCG,0001965473,Cheche Group Inc.,Nasdaq
TPB,0001290677,"Turning Point Brands, Inc.",NYSE
OPY,0000791963,OPPENHEIMER HOLDINGS INC,NYSE
BLUE,0001293971,"bluebird bio, Inc.",Nasdaq
FMCC,0001026214,FEDERAL HOME LOAN MORTGAGE CORP,OTC
OSPN,0001044777,OneSpan Inc.,Nasdaq
COMM,0001517228,"CommScope Holding Company, Inc.",Nasdaq
NQP,0000870780,NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND,NYSE
HRZN,0001487428,Horizon Technology Finance Corp,Nasdaq
TAST,0000809248,"CARROLS RESTAURANT GROUP, INC.",Nasdaq
QD,0001692705,Qudian Inc.,NYSE
VTRU,0001805012,Vitru Ltd,Nasdaq
GATO,0001517006,"Gatos Silver, Inc.",NYSE
AVTE,0001798749,"Aerovate Therapeutics, Inc.",Nasdaq
SHBI,0001035092,SHORE BANCSHARES INC,Nasdaq
NCMI,0001377630,"National CineMedia, Inc.",Nasdaq
BHB,0000743367,BAR HARBOR BANKSHARES,NYSE
GCT,0001857816,GigaCloud Technology Inc,Nasdaq
VALU,0000717720,VALUE LINE INC,Nasdaq
OFIX,0000884624,Orthofix Medical Inc.,Nasdaq
AMWL,0001393584,American Well Corp,NYSE
RERE,0001838957,ATRenew Inc.,NYSE
GLRE,0001385613,"GREENLIGHT CAPITAL RE, LTD.",Nasdaq
RMR,0001644378,RMR GROUP INC.,Nasdaq
BTMD,0001819253,biote Corp.,Nasdaq
LIND,0001512499,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",Nasdaq
HTBI,0001538263,"HomeTrust Bancshares, Inc.",Nasdaq
SNDL,0001766600,SNDL Inc.,Nasdaq
ISD,0001534880,"PGIM High Yield Bond Fund, Inc.",NYSE
SB,0001434754,"SAFE BULKERS, INC.",NYSE
STRW,0001782430,"Strawberry Fields REIT, Inc.",NYSE
IAUX,0001853962,i-80 Gold Corp.,NYSE
HPI,0001176199,JOHN HANCOCK PREFERRED INCOME FUND,NYSE
RSVR,0001824403,"Reservoir Media, Inc.",Nasdaq
FSBC,0001275168,FIVE STAR BANCORP,Nasdaq
SHYF,0000743238,"SHYFT GROUP, INC.",Nasdaq
NGVC,0001547459,"Natural Grocers by Vitamin Cottage, Inc.",NYSE
CYH,0001108109,COMMUNITY HEALTH SYSTEMS INC,NYSE
JPI,0001547994,Nuveen Preferred & Income Term Fund,NYSE
NETD,0001975218,Nabors Energy Transition Corp. II,Nasdaq
EGHT,0001023731,8X8 INC /DE/,Nasdaq
NETI,0001587264,ENETI INC.,NYSE
FEI,0001556336,FIRST TRUST MLP & ENERGY INCOME FUND,NYSE
OPFI,0001818502,OppFi Inc.,NYSE
UTI,0001261654,UNIVERSAL TECHNICAL INSTITUTE INC,NYSE
MUA,0000901243,"BLACKROCK MUNIASSETS FUND, INC.",NYSE
CYD,0000932695,CHINA YUCHAI INTERNATIONAL LTD,NYSE
ORC,0001518621,"Orchid Island Capital, Inc.",NYSE
HCVI,0001842937,Hennessy Capital Investment Corp. VI,Nasdaq
NMAI,0001861115,Nuveen Multi-Asset Income Fund,NYSE
BBW,0001113809,BUILD-A-BEAR WORKSHOP INC,NYSE
SOI,0001697500,"Solaris Oilfield Infrastructure, Inc.",NYSE
IVR,0001437071,Invesco Mortgage Capital Inc.,NYSE
GAMB,0001839799,Gambling.com Group Ltd,Nasdaq
NNOX,0001795251,Nano-X Imaging Ltd.,Nasdaq
IGD,0001285890,Voya GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND,NYSE
URGN,0001668243,UroGen Pharma Ltd.,Nasdaq
ORIC,0001796280,"Oric Pharmaceuticals, Inc.",Nasdaq
LEV,0001834974,Lion Electric Co,NYSE
NPFD,0001865389,Nuveen Variable Rate Preferred & Income Fund,NYSE
ANAB,0001370053,"ANAPTYSBIO, INC",Nasdaq
SNMP,0001362705,Evolve Transition Infrastructure LP,NYSE
EVN,0001074540,EATON VANCE MUNICIPAL INCOME TRUST,NYSE
ESQ,0001531031,"Esquire Financial Holdings, Inc.",Nasdaq
NTGR,0001122904,"NETGEAR, INC.",Nasdaq
NML,0001562051,Neuberger Berman Energy Infrastructure & Income Fund Inc.,NYSE
CGEM,0001789972,"Cullinan Oncology, Inc.",Nasdaq
YSG,0001819580,Yatsen Holding Ltd,NYSE
GHI,0001059142,Greystone Housing Impact Investors LP,NYSE
TPVG,0001580345,TriplePoint Venture Growth BDC Corp.,NYSE
CMPS,0001816590,COMPASS Pathways plc,Nasdaq
DSX,0001318885,DIANA SHIPPING INC.,NYSE
FSD,0001494530,FIRST TRUST HIGH INCOME LONG/SHORT FUND,NYSE
ACTG,0000934549,ACACIA RESEARCH CORP,Nasdaq
ANL,0001944552,Adlai Nortye Ltd.,Nasdaq
CTO,0000023795,"CTO Realty Growth, Inc.",NYSE
SLN,0001479615,Silence Therapeutics plc,Nasdaq
CURV,0001792781,Torrid Holdings Inc.,NYSE
MTLS,0001091223,MATERIALISE NV,Nasdaq
ETB,0001308927,Eaton Vance Tax-Managed Buy-Write Income Fund,NYSE
BMEA,0001840439,"Biomea Fusion, Inc.",Nasdaq
APGB,0001838337,Apollo Strategic Growth Capital II,NYSE
PSTL,0001759774,"Postal Realty Trust, Inc.",NYSE
CVRX,0001235912,"CVRx, Inc.",Nasdaq
MYN,0000882150,"BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC.",NYSE
EAD,0001210123,ALLSPRING INCOME OPPORTUNITIES FUND,NYSE
IOCJY,0000922357,IOCHPE-MAXION SA /FI,OTC
LSEA,0001721386,Landsea Homes Corp,Nasdaq
VHI,0000059255,VALHI INC /DE/,NYSE
ALRS,0000903419,ALERUS FINANCIAL CORP,Nasdaq
SMBK,0001038773,SMARTFINANCIAL INC.,Nasdaq
SIGA,0001010086,SIGA TECHNOLOGIES INC,Nasdaq
ETO,0001281926,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,NYSE
ITOS,0001808865,"iTeos Therapeutics, Inc.",Nasdaq
IHRT,0001400891,"iHeartMedia, Inc.",Nasdaq
MBI,0000814585,MBIA INC,NYSE
FNKO,0001704711,"Funko, Inc.",Nasdaq
RRBI,0001071236,RED RIVER BANCSHARES INC,Nasdaq
SDHY,0001812923,PGIM Short Duration High Yield Opportunities Fund,NYSE
PLSE,0001625101,"Pulse Biosciences, Inc.",Nasdaq
LYTS,0000763532,LSI INDUSTRIES INC,Nasdaq
ORTX,0001748907,Orchard Therapeutics plc,Nasdaq
VLGEA,0000103595,VILLAGE SUPER MARKET INC,Nasdaq
NOTR,0001784440,Nowtransit Inc,OTC
ZUMZ,0001318008,Zumiez Inc,Nasdaq
FPH,0001574197,"Five Point Holdings, LLC",NYSE
GCO,0000018498,GENESCO INC,NYSE
FIP,0001899883,FTAI Infrastructure Inc.,Nasdaq
CHW,0001396277,Calamos Global Dynamic Income Fund,Nasdaq
GMM,0001913749,Global Mofy Metaverse Ltd,Nasdaq
HYBT,0001086303,Heyu Biological Technology Corp,OTC
MGTX,0001735438,MeiraGTx Holdings plc,Nasdaq
MCFT,0001638290,"MasterCraft Boat Holdings, Inc.",Nasdaq
GNTY,0001058867,GUARANTY BANCSHARES INC /TX/,NYSE
VTNR,0000890447,Vertex Energy Inc.,Nasdaq
MPB,0000879635,MID PENN BANCORP INC,Nasdaq
TIHE,0001066719,"Taihe Group, Inc.",OTC
HIO,0000910068,WESTERN ASSET HIGH INCOME OPPORTUNITY FUND INC.,NYSE
UHG,0001830188,"United Homes Group, Inc.",Nasdaq
GILT,0000897322,GILAT SATELLITE NETWORKS LTD,Nasdaq
AVK,0001219120,ADVENT CONVERTIBLE & INCOME FUND,NYSE
LAW,0001625641,"CS Disco, Inc.",NYSE
OCS,0001953530,Oculis Holding AG,Nasdaq
BGR,0001306550,BlackRock Energy & Resources Trust,NYSE
NREF,0001786248,"NexPoint Real Estate Finance, Inc.",NYSE
GBAB,0001495825,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust,NYSE
EFR,0001258623,EATON VANCE SENIOR FLOATING RATE TRUST,NYSE
EMLD,0001889123,FTAC Emerald Acquisition Corp.,Nasdaq
QIWI,0001561566,QIWI,Nasdaq
VKI,0000908993,Invesco Advantage Municipal Income Trust II,NYSE
MUX,0000314203,McEwen Mining Inc.,NYSE
IGMS,0001496323,"IGM Biosciences, Inc.",Nasdaq
CDMO,0000704562,"Avid Bioservices, Inc.",Nasdaq
RBBN,0001708055,Ribbon Communications Inc.,Nasdaq
AVNW,0001377789,"AVIAT NETWORKS, INC.",Nasdaq
DSP,0001828791,Viant Technology Inc.,Nasdaq
ACIC,0001401521,AMERICAN COASTAL INSURANCE Corp,Nasdaq
OSG,0000075208,OVERSEAS SHIPHOLDING GROUP INC,NYSE
SKE,0001713748,Skeena Resources Ltd,NYSE
DFP,0001559991,Flaherty & Crumrine Dynamic Preferred & Income Fund Inc,NYSE
TGB,0000878518,TASEKO MINES LTD,NYSE
UIS,0000746838,UNISYS CORP,NYSE
RRAC,0001860879,Rigel Resource Acquisition Corp.,NYSE
FARO,0000917491,FARO TECHNOLOGIES INC,Nasdaq
JRVR,0001620459,"James River Group Holdings, Ltd.",Nasdaq
WOW,0001701051,"WideOpenWest, Inc.",NYSE
DPG,0001515671,Duff & Phelps Utility & Infrastructure Fund Inc.,NYSE
MOFG,0001412665,"MidWestOne Financial Group, Inc.",Nasdaq
FFWM,0001413837,First Foundation Inc.,NYSE
CMTL,0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,Nasdaq
VSTA,0001792829,Vasta Platform Ltd,Nasdaq
LVOX,0001723648,"LiveVox Holdings, Inc.",Nasdaq
FFA,0001291334,FIRST TRUST ENHANCED EQUITY INCOME FUND,NYSE
BHRB,0001964333,Burke & Herbert Financial Services Corp.,Nasdaq
MYPS,0001823878,"PLAYSTUDIOS, Inc.",Nasdaq
LEO,0000818972,"BNY MELLON STRATEGIC MUNICIPALS, INC.",NYSE
MCI,0000275694,BARINGS CORPORATE INVESTORS,NYSE
REI,0001384195,"RING ENERGY, INC.",NYSE
NAUT,0001808805,"Nautilus Biotechnology, Inc.",Nasdaq
SENEA,0000088948,Seneca Foods Corp,Nasdaq
ML,0001807846,MONEYLION INC.,NYSE
TROO,0001412095,"Troops, Inc. /Cayman Islands/",Nasdaq
TELL,0000061398,TELLURIAN INC. /DE/,NYSE
LX,0001708259,LexinFintech Holdings Ltd.,Nasdaq
NRGV,0001828536,"Energy Vault Holdings, Inc.",NYSE
ERAS,0001761918,"Erasca, Inc.",Nasdaq
MPX,0001129155,MARINE PRODUCTS CORP,NYSE
EEX,0001579214,"Emerald Holding, Inc.",NYSE
IMNM,0001472012,Immunome Inc.,Nasdaq
CSTR,0001676479,"CapStar Financial Holdings, Inc.",Nasdaq
PMO,0000900422,PUTNAM MUNICIPAL OPPORTUNITIES TRUST,NYSE
ORGO,0001661181,Organogenesis Holdings Inc.,Nasdaq
NVEC,0000724910,NVE CORP /NEW/,Nasdaq
INVZ,0001835654,Innoviz Technologies Ltd.,Nasdaq
AMPX,0001899287,"Amprius Technologies, Inc.",NYSE
BITF,0001812477,Bitfarms Ltd,Nasdaq
GLASF,0001848731,Glass House Brands Inc.,OTC
DOMO,0001505952,"DOMO, INC.",Nasdaq
EBTC,0001018399,ENTERPRISE BANCORP INC /MA/,Nasdaq
MCBC,0001053584,MACATAWA BANK CORP,Nasdaq
SAR,0001377936,SARATOGA INVESTMENT CORP.,NYSE
CSV,0001016281,CARRIAGE SERVICES INC,NYSE
CVEO,0001590584,Civeo Corp,NYSE
JILL,0001687932,"J.Jill, Inc.",NYSE
BFZ,0001137391,BLACKROCK CALIFORNIA MUNICIPAL INCOME TRUST,NYSE
NEWT,0001587987,"NewtekOne, Inc.",Nasdaq
MRNS,0001267813,"MARINUS PHARMACEUTICALS, INC.",Nasdaq
AMSWA,0000713425,AMERICAN SOFTWARE INC,Nasdaq
QURE,0001590560,uniQure N.V.,Nasdaq
SMMF,0000811808,"SUMMIT FINANCIAL GROUP, INC.",Nasdaq
ALTG,0001759824,ALTA EQUIPMENT GROUP INC.,NYSE
SHCR,0001816233,"Sharecare, Inc.",Nasdaq
PPT,0000827773,PUTNAM PREMIER INCOME TRUST,NYSE
SVII,0001843477,Spring Valley Acquisition Corp. II,Nasdaq
MIESY,0001567924,"Mitsui E&S Holdings Co., Ltd./ADR",OTC
BRW,0000826020,Saba Capital Income & Opportunities Fund,NYSE
NATR,0000275053,NATURES SUNSHINE PRODUCTS INC,Nasdaq
ACNB,0000715579,ACNB CORP,Nasdaq
SKYT,0001819974,"SkyWater Technology, Inc",Nasdaq
KTF,0000839533,DWS MUNICIPAL INCOME TRUST,NYSE
SOR,0000091847,SOURCE CAPITAL INC /DE/,NYSE
HROW,0001360214,"HARROW, INC.",Nasdaq
NEGG,0001474627,"Newegg Commerce, Inc.",Nasdaq
TSHA,0001806310,"Taysha Gene Therapies, Inc.",Nasdaq
AUDC,0001086434,AUDIOCODES LTD,Nasdaq
HPF,0001189740,JOHN HANCOCK PREFERRED INCOME FUND II,NYSE
ACP,0001503290,abrdn Income Credit Strategies Fund,NYSE
